Age,Gender,Current Weight (lbs),BMR (Calories),Daily Calories Consumed,Daily Caloric Surplus/Deficit,Weight Change (lbs),Duration (weeks),Physical Activity Level,Sleep Quality,Stress Level,Final Weight (lbs),Daily_Weight_Change
21,F,133.8,1403.3,2587.6,658.1,7.897,6,Lightly Active,Fair,6,141.7,0.1880327461516455
37,F,215.7,1694.9,1870.1,-460.4,-11.05,12,Lightly Active,Excellent,3,204.7,-0.1315445256476709
35,F,156.8,1437.9,2594.6,114.3,0.914,4,Very Active,Fair,1,157.7,0.03265040551900542
60,M,194.9,1651.6,2702.1,-146.9,-1.763,6,Very Active,Fair,6,193.1,-0.041978187859333174
18,M,158.1,1694.8,2994.0,70.5,1.551,11,Very Active,Good,11,159.7,0.02014109185142245
38,M,180.5,1696.4,2857.6,525.1,5.251,5,Lightly Active,Excellent,4,185.8,0.15002954191649615
39,M,158.4,1590.9,2932.8,466.9,8.405,9,Moderately Active,Poor,6,166.8,0.13341011791744858
18,F,146.3,1475.1,1984.9,-301.5,-3.015,5,Moderately Active,Poor,6,143.3,-0.08613824316719741
31,F,156.7,1457.4,2122.2,118.3,2.365,10,Lightly Active,Good,1,159.1,0.03379176304546809
41,F,205.5,1628.6,2522.3,-2.1,-0.038,9,Moderately Active,Fair,10,205.5,-0.0006040059936584449
47,M,165.1,1581.2,2552.5,378.4,8.324,11,Lightly Active,Fair,9,173.4,0.10810187148129353
63,F,171.9,1366.4,1200.0,-439.6,-9.672,11,Sedentary,Excellent,5,162.3,-0.12561202283975198
37,F,157.6,1431.2,1580.6,-136.8,-3.01,11,Sedentary,Excellent,11,154.5,-0.03908759828866726
35,M,146.5,1556.9,1700.0,-713.2,-8.558,6,Moderately Active,Fair,6,137.9,-0.20375860832768747
52,M,241.1,1901.2,3430.2,150.6,1.506,5,Very Active,Fair,5,242.6,0.043039432827080545
23,F,168.7,1551.7,1434.9,-698.7,-8.384,6,Lightly Active,Excellent,7,160.3,-0.19963008195647203
48,F,145.4,1321.2,2783.4,735.6,10.298,7,Moderately Active,Poor,3,155.7,0.21016943373779065
32,M,209.4,1857.5,2029.4,-199.6,-4.39,11,Sedentary,Excellent,9,205.0,-0.05701870814951729
22,F,166.4,1546.1,3278.8,611.7,13.457,11,Very Active,Excellent,3,179.8,0.17476187222342326
24,M,147.2,1615.1,2065.0,126.8,2.537,10,Sedentary,Good,3,149.7,0.03624103164723413
29,M,140.0,1557.4,1884.1,-529.8,-5.298,5,Moderately Active,Excellent,5,134.7,-0.15138341583013243
42,F,195.3,1577.2,2648.2,479.6,9.591,10,Lightly Active,Good,1,204.9,0.13701519898490733
68,M,138.2,1354.2,1698.0,-638.0,-7.656,6,Very Active,Poor,5,130.5,-0.18227849390907977
30,M,191.2,1784.6,2505.1,51.2,0.615,6,Lightly Active,Poor,6,191.8,0.014637718667531772
60,M,205.8,1700.9,2471.1,-165.3,-1.653,5,Moderately Active,Good,6,204.1,-0.04723565331817268
36,M,93.8,1312.8,2105.7,530.4,10.608,10,Sedentary,Fair,6,104.4,0.15154832731596357
32,M,163.8,1650.5,2160.4,-686.8,-9.615,7,Very Active,Fair,2,154.2,-0.1962206688322111
39,F,194.2,1587.5,1968.4,63.4,1.014,8,Sedentary,Good,9,195.2,0.018103470866873587
27,M,192.4,1805.3,3032.3,-81.8,-0.654,4,Very Active,Good,7,191.8,-0.023366622715192405
31,M,173.7,1700.2,3080.0,444.6,4.446,5,Moderately Active,Excellent,4,178.1,0.12704258667517881
20,F,185.2,1641.7,2110.2,-147.2,-2.944,10,Lightly Active,Fair,8,182.3,-0.04205909934483407
29,F,230.5,1801.9,3290.0,181.8,1.818,5,Very Active,Excellent,6,232.3,0.05193748387895838
39,F,150.8,1390.4,1239.0,-429.4,-3.436,4,Sedentary,Poor,6,147.3,-0.1226987894600973
41,F,190.6,1561.1,2747.2,600.6,12.013,10,Lightly Active,Poor,5,202.6,0.17160839408692716
44,F,172.2,1462.8,1645.4,-621.9,-7.463,6,Moderately Active,Fair,10,164.8,-0.17769682561200262
33,M,203.7,1826.3,1584.8,-606.8,-8.495,7,Sedentary,Good,1,195.2,-0.17336651970777114
25,M,213.3,1909.8,3306.6,680.6,6.806,5,Lightly Active,Fair,8,220.1,0.1944504424034155
18,M,162.7,1715.3,2797.3,138.6,1.109,4,Moderately Active,Good,6,163.8,0.03959635601608871
58,M,165.5,1528.4,1680.5,-153.6,-1.229,4,Sedentary,Fair,1,164.3,-0.04388724782350079
56,M,229.5,1828.6,2429.6,-724.7,-5.798,4,Very Active,Good,4,223.7,-0.20706867550595975
18,M,161.1,1708.4,2657.3,9.2,0.147,8,Moderately Active,Good,2,161.3,0.0026291843118181404
32,M,182.6,1735.7,1617.8,-768.7,-12.299,8,Lightly Active,Excellent,4,170.3,-0.21962125370348362
29,F,130.4,1348.1,2175.3,557.6,13.382,12,Sedentary,Excellent,9,143.8,0.1593127833161788
52,F,162.9,1380.4,1928.7,30.7,0.307,5,Lightly Active,Poor,5,163.2,0.008760191395906726
43,M,169.4,1621.0,2845.8,333.3,3.999,6,Moderately Active,Fair,5,173.4,0.09521813328727226
61,F,166.5,1351.9,1970.2,-361.7,-3.617,5,Very Active,Good,1,162.9,-0.10335512828946333
42,F,153.1,1385.9,1200.0,-463.1,-6.484,7,Sedentary,Excellent,2,146.6,-0.1323192098622018
37,F,226.2,1742.4,3552.9,852.1,10.226,6,Moderately Active,Excellent,8,236.4,0.24346740775885492
28,F,97.9,1205.4,1419.4,-449.0,-8.081,9,Moderately Active,Fair,2,89.8,-0.12827368857552737
35,F,186.4,1571.8,2257.8,371.6,2.973,4,Sedentary,Good,12,189.3,0.10618301651568189
54,M,158.6,1517.0,2809.3,192.6,3.851,10,Very Active,Excellent,8,162.5,0.055018727307599484
39,F,139.1,1337.5,2182.6,109.4,1.751,8,Moderately Active,Fair,9,140.9,0.03126028337210118
21,M,175.0,1756.2,2412.2,304.8,4.267,7,Sedentary,Fair,5,179.2,0.08708042975270668
57,F,146.8,1282.2,1660.0,-103.0,-1.853,9,Lightly Active,Poor,5,144.9,-0.029418972165306385
48,F,173.9,1450.4,2520.6,18.6,0.261,7,Very Active,Good,2,174.2,0.005321056298257775
23,M,208.7,1899.3,2088.7,-190.4,-4.57,12,Sedentary,Fair,8,204.2,-0.0544102564598852
18,M,173.2,1763.3,1916.6,-199.4,-3.988,10,Sedentary,Fair,7,169.3,-0.05697576679593398
54,F,168.2,1394.4,1200.0,-473.2,-9.465,10,Sedentary,Poor,10,158.7,-0.13521204617927138
22,F,142.1,1436.0,1580.1,-143.1,-2.289,8,Sedentary,Excellent,11,139.8,-0.04087160169086077
56,M,155.4,1492.4,1949.8,158.9,3.814,12,Sedentary,Poor,8,159.2,0.04540428250645248
39,F,152.6,1398.7,2671.9,748.7,7.487,5,Lightly Active,Good,10,160.1,0.21392561122975484
48,M,120.6,1374.6,1490.0,-640.7,-12.814,10,Moderately Active,Good,8,107.8,-0.18305498199243572
46,F,182.4,1498.9,1775.0,-810.5,-16.211,10,Very Active,Fair,6,166.2,-0.23158520670662042
41,M,177.3,1666.5,2731.6,440.2,6.162,7,Lightly Active,Good,3,183.4,0.12576192456656787
40,F,170.0,1472.8,1368.7,-398.6,-8.77,11,Sedentary,Fair,6,161.3,-0.113892853834246
32,M,189.4,1766.8,2223.6,-515.0,-7.21,7,Moderately Active,Poor,1,182.2,-0.1471349907321181
39,F,149.5,1384.8,2715.5,811.5,8.115,5,Lightly Active,Good,11,157.6,0.23185408897048254
59,M,169.7,1542.1,2199.1,78.8,0.63,4,Lightly Active,Good,7,170.3,0.022500340941380145
34,F,195.9,1619.9,1500.7,-726.7,-13.08,9,Lightly Active,Poor,4,182.8,-0.207626982563162
41,M,173.1,1647.6,1881.2,-95.9,-1.151,6,Sedentary,Excellent,2,171.9,-0.02740950940328873
41,M,169.6,1631.7,2551.5,22.4,0.537,12,Moderately Active,Good,3,170.1,0.006394715605530109
18,M,230.4,2022.5,3209.3,782.3,9.388,6,Sedentary,Excellent,2,239.8,0.22352515773323142
34,F,149.9,1411.2,1200.0,-493.5,-6.909,7,Sedentary,Good,6,142.9,-0.14099235453350809
37,F,156.3,1425.2,2407.4,-51.1,-0.511,5,Very Active,Fair,5,155.7,-0.01460117213531456
50,F,156.8,1362.9,1296.8,-338.7,-7.451,11,Sedentary,Good,2,149.4,-0.09676663475089883
24,F,167.6,1541.7,1981.8,131.7,2.371,9,Sedentary,Excellent,2,170.0,0.03764070596770489
18,F,189.9,1672.7,1827.6,-179.7,-3.595,10,Sedentary,Poor,1,186.3,-0.05135569132397073
42,F,163.2,1431.6,1509.1,-709.9,-8.519,6,Moderately Active,Fair,7,154.6,-0.2028365000145742
52,F,122.0,1195.0,1971.3,-90.0,-1.98,11,Very Active,Good,6,120.0,-0.025716369254372304
35,F,146.4,1390.4,2338.6,670.2,10.723,8,Sedentary,Poor,7,157.1,0.191481799626927
27,F,171.2,1542.9,2383.1,-8.4,-0.084,5,Moderately Active,Fair,4,171.1,-0.0023964651474109684
23,F,173.0,1571.1,2015.6,-419.7,-10.072,12,Moderately Active,Good,5,162.9,-0.11990705257141482
25,M,199.3,1846.4,2328.4,112.8,2.03,9,Sedentary,Poor,4,201.3,0.03221894478233428
62,F,120.1,1136.4,2400.8,639.4,11.509,9,Moderately Active,Poor,1,131.6,0.1826830482939225
36,F,147.6,1391.1,1421.4,-491.3,-6.879,7,Lightly Active,Excellent,8,140.7,-0.14037901154217935
49,M,189.9,1683.9,1420.4,-894.9,-21.478,12,Lightly Active,Fair,9,168.4,-0.2556910840166693
37,M,195.0,1766.8,2887.8,-159.9,-2.239,7,Very Active,Fair,6,192.7,-0.04569893287943341
43,M,173.5,1639.6,2146.6,179.1,3.582,10,Sedentary,Fair,7,177.1,0.051177426082246257
18,M,176.6,1778.3,2412.1,-655.5,-11.799,9,Very Active,Excellent,4,164.8,-0.18728905871681362
21,F,156.4,1505.8,2095.9,25.4,0.356,7,Lightly Active,Poor,5,156.7,0.0072693127752221955
50,F,204.7,1580.0,1849.8,-322.8,-2.582,4,Lightly Active,Good,2,202.1,-0.0922223556343028
20,M,121.0,1516.1,2028.6,-586.8,-10.562,9,Very Active,Good,6,110.4,-0.16765525511420218
30,F,150.0,1431.9,2876.5,406.5,7.317,9,Very Active,Excellent,5,157.3,0.1161359781692463
31,M,210.5,1867.2,1517.8,-722.8,-8.674,6,Sedentary,Excellent,7,201.8,-0.20651937286839842
59,M,152.2,1462.7,1960.6,-50.6,-1.011,10,Lightly Active,Excellent,4,151.1,-0.014446767990471666
23,M,123.0,1510.4,1694.9,-381.9,-4.582,6,Lightly Active,Poor,9,118.4,-0.10910600037556976
18,M,181.0,1798.5,3192.2,404.5,9.709,12,Moderately Active,Fair,3,190.7,0.11557760073523383
48,F,176.6,1462.4,2648.3,125.8,2.516,10,Very Active,Fair,6,179.1,0.035937627022054844
28,F,180.7,1581.2,1436.9,-737.3,-14.746,10,Lightly Active,Excellent,9,166.0,-0.2106567353033141
18,F,165.4,1562.0,3547.0,852.6,11.937,7,Very Active,Excellent,6,177.4,0.2436065513859564
18,M,115.5,1501.6,1580.3,-747.2,-10.461,7,Moderately Active,Fair,7,105.1,-0.21348742767462559
27,F,178.2,1574.8,1334.2,-831.2,-8.312,5,Lightly Active,Fair,4,169.9,-0.237483472010595
46,F,197.5,1567.5,2003.8,-425.8,-4.258,5,Moderately Active,Fair,4,193.3,-0.1216601630400856
68,M,235.2,1794.4,2555.4,88.2,0.705,4,Lightly Active,Poor,10,235.9,0.02519012434251064
42,F,164.2,1436.1,2413.7,187.6,3.753,10,Moderately Active,Poor,5,167.9,0.05361163715493538
29,M,160.6,1650.9,3084.1,525.2,11.555,11,Moderately Active,Good,8,172.1,0.15005958348695106
29,F,162.1,1491.6,3352.5,779.5,6.236,4,Very Active,Fair,6,168.3,0.22271906841537253
38,M,111.7,1384.1,1200.0,-461.0,-4.61,5,Sedentary,Fair,6,107.1,-0.13170126001053112
29,F,117.6,1290.0,2089.6,-135.6,-1.356,5,Very Active,Excellent,8,116.3,-0.03875377201013479
34,F,102.3,1195.5,2312.0,668.2,14.7,11,Lightly Active,Excellent,3,117.0,0.190910524419239
32,M,212.2,1869.9,2764.4,-134.0,-2.68,10,Moderately Active,Good,2,209.5,-0.038286034884352636
58,M,223.1,1789.6,1724.2,-423.3,-5.927,7,Sedentary,Poor,1,217.2,-0.12095151029450348
37,F,176.4,1516.5,2004.1,-81.0,-0.81,5,Lightly Active,Excellent,7,175.6,-0.023154211693535282
18,M,159.5,1701.0,3440.5,803.9,9.647,6,Moderately Active,Excellent,9,169.2,0.2296893436878259
39,F,114.1,1224.2,1330.7,-352.6,-7.757,11,Lightly Active,Good,12,106.4,-0.10073629016690945
62,F,121.6,1143.2,1200.0,-171.8,-2.749,8,Sedentary,Excellent,6,118.9,-0.04908133831656096
27,F,142.6,1413.5,2114.2,-76.7,-1.533,10,Moderately Active,Poor,6,141.1,-0.021902468557973797
39,M,183.7,1705.9,2550.1,-94.0,-2.256,12,Moderately Active,Poor,7,181.5,-0.026856640329414663
45,F,173.6,1464.1,3054.5,528.9,6.346,6,Very Active,Poor,8,180.0,0.1511048892175321
47,F,187.9,1519.0,1243.8,-579.0,-8.106,7,Sedentary,Fair,9,179.8,-0.1654385067693687
40,M,144.8,1524.3,1200.0,-629.1,-6.291,5,Sedentary,Excellent,5,138.5,-0.17974469806524523
23,M,202.0,1868.7,2535.1,-34.4,-0.482,7,Lightly Active,Excellent,6,201.5,-0.009830096814712825
20,F,176.6,1602.7,2451.6,-32.5,-0.781,12,Moderately Active,Poor,3,175.8,-0.009299191436062755
47,M,199.2,1736.0,3341.9,347.4,2.779,4,Very Active,Good,8,202.0,0.09924943710412858
41,M,159.9,1587.8,1884.9,-20.4,-0.245,6,Sedentary,Good,8,159.7,-0.0058240301499375684
39,F,220.3,1706.0,2388.8,-554.0,-11.08,10,Very Active,Good,4,209.3,-0.1582928398826742
37,M,154.0,1581.2,2630.6,-96.8,-0.968,5,Very Active,Excellent,5,153.1,-0.027670130287111273
37,F,175.1,1511.0,2973.2,631.2,10.1,8,Moderately Active,Poor,1,185.2,0.1803521471272113
40,F,125.1,1268.8,1571.8,49.2,1.181,12,Sedentary,Poor,1,126.2,0.014063763267292351
25,F,167.6,1536.8,2233.1,388.9,3.889,5,Sedentary,Excellent,5,171.5,0.11111995565030482
53,M,151.3,1488.8,1933.5,147.0,2.646,9,Sedentary,Poor,4,153.9,0.04199717345887718
53,F,188.1,1489.5,2639.4,591.4,13.01,11,Lightly Active,Excellent,4,201.1,0.16895739296337095
20,F,173.2,1587.2,2351.5,-386.3,-7.726,10,Very Active,Excellent,2,165.5,-0.11037474353600127
25,M,157.1,1655.3,2498.3,-67.4,-0.944,7,Moderately Active,Excellent,9,156.2,-0.019257819916083333
21,F,160.6,1525.2,2522.8,158.8,1.271,4,Moderately Active,Fair,9,161.9,0.04537501281707682
44,M,190.0,1709.4,1544.7,-805.7,-8.057,5,Lightly Active,Good,4,182.0,-0.23020226890481268
43,F,199.9,1593.2,2002.1,-746.2,-13.432,9,Very Active,Fair,11,186.5,-0.213209767141228
43,M,167.1,1610.3,2849.6,353.6,7.779,11,Moderately Active,Good,7,174.9,0.10102060290907411
29,M,209.0,1870.3,3002.8,103.8,1.868,9,Moderately Active,Excellent,1,210.8,0.029656376597286517
26,M,157.4,1651.6,2123.3,-725.7,-14.515,10,Very Active,Good,12,142.9,-0.20735475400532388
40,F,149.3,1378.9,1200.0,-454.7,-6.366,7,Sedentary,Excellent,6,143.0,-0.12991572899531495
31,F,145.7,1407.2,2097.0,-330.3,-5.946,9,Very Active,Good,4,139.7,-0.09438159114722411
37,M,169.8,1652.7,2851.0,578.5,11.571,10,Lightly Active,Excellent,10,181.4,0.1652945937920379
41,F,182.5,1524.3,1235.9,-593.3,-13.052,11,Sedentary,Good,7,169.5,-0.16950629812569734
70,F,90.0,959.7,1997.4,509.9,6.118,6,Moderately Active,Fair,10,96.1,0.1456731259962265
45,F,130.5,1268.6,1200.0,-322.4,-3.869,6,Sedentary,Good,4,126.7,-0.09210747591841996
53,M,154.8,1504.6,3302.1,706.6,11.306,8,Very Active,Poor,12,166.1,0.20189061361559496
44,M,206.0,1781.9,2325.1,186.9,1.495,4,Sedentary,Poor,4,207.5,0.05338724065471784
23,F,146.5,1450.8,3163.3,660.7,5.285,4,Very Active,Good,5,151.7,0.18876719151334861
40,F,174.6,1493.3,2919.0,865.8,13.853,8,Lightly Active,Poor,2,188.4,0.24737228023851732
27,M,157.5,1646.9,2536.3,-16.4,-0.23,7,Moderately Active,Poor,5,157.3,-0.004685940698216005
26,F,194.6,1654.3,2404.4,129.7,2.594,10,Lightly Active,Excellent,5,197.2,0.03706409388236157
27,M,206.2,1867.8,2938.7,697.4,12.553,9,Sedentary,Fair,3,218.7,0.19926093471878603
18,F,170.8,1586.2,2173.8,-7.3,-0.131,9,Lightly Active,Fair,6,170.7,-0.0020870378495650844
43,M,175.1,1646.7,2168.7,-95.5,-1.529,8,Lightly Active,Good,11,173.6,-0.02729749623697184
56,M,151.6,1475.0,2988.6,444.2,3.553,4,Very Active,Poor,6,155.1,0.12690892760202757
30,F,127.0,1327.7,1914.0,88.5,1.947,11,Lightly Active,Fair,4,129.0,0.02528950829629834
44,F,190.1,1543.6,2084.2,-38.2,-0.305,4,Lightly Active,Good,7,189.7,-0.01090298347109144
18,F,177.0,1614.4,2108.8,-111.1,-2.665,12,Lightly Active,Poor,9,174.4,-0.03172992068842645
18,M,206.7,1914.9,3440.2,807.3,19.374,12,Lightly Active,Good,4,226.0,0.23064329901335923
49,F,134.6,1267.1,1365.5,-376.8,-6.028,8,Lightly Active,Good,12,128.6,-0.1076475668050377
18,F,170.0,1582.7,2609.6,433.4,6.067,7,Lightly Active,Fair,8,176.1,0.12381488768792588
22,M,211.9,1918.6,2906.3,-67.5,-1.08,8,Moderately Active,Fair,3,210.8,-0.019278041489054105
33,F,172.0,1516.8,2339.3,-11.8,-0.118,5,Moderately Active,Poor,2,171.9,-0.0033672494090651525
66,F,168.8,1337.0,3126.8,820.5,16.41,10,Very Active,Fair,6,185.2,0.23442818651969655
33,M,214.6,1876.1,2095.4,-812.5,-9.751,6,Moderately Active,Good,6,204.9,-0.23215538921200188
55,M,169.6,1561.7,2789.0,641.6,14.116,11,Lightly Active,Good,9,183.7,0.18332632936687773
43,M,187.4,1702.5,2213.1,-127.9,-1.279,5,Lightly Active,Poor,6,186.1,-0.036530654959217826
57,M,146.1,1445.0,2393.0,406.1,3.249,4,Lightly Active,Excellent,11,149.3,0.11602701712516474
55,M,161.0,1522.7,1603.4,-756.7,-9.081,6,Moderately Active,Good,6,151.9,-0.21620456249399986
41,M,179.8,1678.3,2713.2,111.9,1.343,6,Moderately Active,Poor,6,181.2,0.0319717092923108
50,F,96.6,1089.8,2568.3,879.2,17.584,10,Moderately Active,Excellent,2,114.2,0.2511990583080057
26,F,188.7,1627.6,2691.5,738.4,5.907,4,Sedentary,Fair,4,194.7,0.21097012635610113
36,F,130.5,1313.4,1963.1,-302.5,-4.235,7,Very Active,Good,5,126.3,-0.08642122868131771
20,F,186.6,1647.8,1904.2,-361.6,-8.679,12,Lightly Active,Fair,11,177.9,-0.10332140971535078
39,M,206.9,1811.2,2796.9,-327.4,-5.239,8,Very Active,Poor,9,201.7,-0.09355171744082938
18,F,103.8,1282.1,2475.0,712.1,8.545,6,Lightly Active,Fair,12,112.3,0.20344802651508254
34,M,156.8,1608.7,2906.5,413.1,8.261,10,Moderately Active,Excellent,6,165.0,0.11801589152414908
40,M,154.3,1567.5,1813.0,-890.9,-12.473,7,Very Active,Excellent,4,141.8,-0.25455077562741607
27,M,180.8,1752.5,2296.5,-726.7,-5.813,4,Very Active,Poor,11,175.0,-0.2076188725878601
22,M,154.0,1655.9,2326.1,49.3,0.394,4,Lightly Active,Excellent,8,154.4,0.014072545978500915
32,F,107.7,1230.0,1200.0,-276.1,-6.073,11,Sedentary,Poor,10,101.6,-0.07887386857167375
31,F,140.1,1382.0,2243.0,584.6,7.016,6,Sedentary,Good,3,147.1,0.167039372284755
43,M,201.1,1764.6,1420.5,-697.0,-16.728,12,Sedentary,Fair,6,184.3,-0.19914249875840948
36,F,155.6,1427.2,3301.1,839.2,20.14,12,Very Active,Excellent,6,175.7,0.23976375857197504
24,M,128.6,1530.8,1741.1,-363.8,-5.093,7,Lightly Active,Good,12,123.5,-0.10393092142395341
34,F,184.2,1567.0,2343.9,189.2,3.406,9,Lightly Active,Poor,9,187.6,0.0540708254079079
54,M,191.3,1665.0,1660.5,-628.9,-8.804,7,Lightly Active,Poor,5,182.4,-0.1796809309248686
36,M,121.2,1437.3,1668.7,-307.6,-3.076,5,Lightly Active,Excellent,4,118.1,-0.08789989736033314
54,F,143.5,1282.3,1633.5,-354.0,-8.497,12,Moderately Active,Excellent,5,135.0,-0.10115702975587276
23,F,156.3,1495.7,1852.5,57.7,1.27,11,Sedentary,Fair,4,157.6,0.01649563332213698
37,M,206.1,1817.1,2858.4,359.9,4.319,6,Lightly Active,Excellent,2,210.4,0.10282438543844871
58,M,215.3,1754.2,3118.0,706.1,14.121,10,Lightly Active,Excellent,6,229.4,0.2017314054872825
33,M,185.1,1742.1,2246.7,156.1,1.249,4,Sedentary,Good,7,186.4,0.044604801319232265
48,F,177.3,1465.8,1691.8,-836.7,-13.387,8,Very Active,Excellent,5,163.9,-0.2390618772647822
61,F,132.1,1195.9,1517.4,-126.9,-2.537,10,Lightly Active,Poor,3,129.6,-0.03624349482244082
38,M,200.0,1784.8,2235.1,-531.4,-11.691,11,Moderately Active,Poor,4,188.3,-0.15183694110159676
18,F,90.0,1219.7,1386.3,-717.7,-5.742,4,Very Active,Good,7,84.3,-0.20505769260407916
45,M,134.9,1454.2,2399.5,654.5,14.398,11,Sedentary,Good,5,149.3,0.18698576622691515
18,M,167.9,1739.2,2740.2,44.5,0.535,6,Moderately Active,Poor,3,168.5,0.012726676488617679
18,M,164.7,1724.4,2126.1,-546.8,-4.374,4,Moderately Active,Excellent,5,160.3,-0.15622015949745843
47,M,183.0,1662.7,2593.7,307.4,7.378,12,Lightly Active,Good,2,190.4,0.08783317936901729
21,M,184.8,1800.9,3189.2,712.9,7.129,5,Lightly Active,Poor,4,192.0,0.20369856745078752
31,M,193.4,1789.6,3785.3,698.2,13.965,10,Very Active,Good,5,207.3,0.19949325324334702
20,M,190.6,1832.0,1337.8,-860.6,-20.655,12,Sedentary,Poor,1,169.9,-0.24589224350059977
40,M,173.4,1654.1,2393.7,-170.1,-3.741,11,Moderately Active,Fair,3,169.7,-0.048586829431201684
34,M,182.5,1725.4,3443.2,466.9,11.205,12,Very Active,Good,9,193.7,0.13339836518724146
59,F,146.7,1271.9,2412.4,441.0,9.702,11,Moderately Active,Poor,3,156.4,0.12599999999850636
19,F,159.2,1528.7,1770.5,-599.1,-10.783,9,Moderately Active,Excellent,3,148.4,-0.17116391077263202
31,F,131.0,1340.7,1885.2,-192.9,-3.858,10,Moderately Active,Poor,7,127.1,-0.05511209956012174
18,F,175.3,1606.6,2228.1,300.1,3.001,5,Sedentary,Fair,2,178.3,0.0857433797962862
39,F,217.2,1691.5,3491.6,573.7,10.327,9,Very Active,Fair,1,227.5,0.16392135826650064
39,M,171.3,1649.4,2117.0,137.7,2.479,9,Sedentary,Poor,2,173.8,0.03935056452620029
31,M,204.0,1837.8,2372.6,-154.4,-2.161,7,Lightly Active,Excellent,1,201.8,-0.04411161618791565
22,M,98.8,1405.6,2612.9,680.2,10.883,8,Lightly Active,Fair,11,109.7,0.19434191665193912
37,M,179.7,1697.7,1638.7,-398.5,-4.782,6,Sedentary,Poor,10,174.9,-0.1138552058923527
18,M,150.7,1661.3,1576.0,-417.6,-4.176,5,Sedentary,Poor,5,146.6,-0.11930082294031133
47,M,154.0,1531.1,3410.0,768.9,13.839,9,Very Active,Excellent,9,167.9,0.2196720691969293
33,F,201.6,1651.1,1879.2,-679.9,-6.799,5,Moderately Active,Poor,3,194.8,-0.19426979444384518
46,M,128.3,1419.4,3073.8,873.7,10.485,6,Moderately Active,Poor,1,138.8,0.24963262656441448
24,F,189.5,1641.2,2298.6,329.1,6.583,10,Sedentary,Poor,5,196.1,0.09404084667975518
20,F,194.1,1681.9,2770.7,-130.5,-1.566,6,Very Active,Excellent,8,192.5,-0.03729711197913145
28,M,123.0,1485.4,2966.0,663.7,11.947,9,Moderately Active,Poor,4,134.9,0.18962756124908914
18,M,155.8,1684.3,2777.1,166.4,2.329,7,Moderately Active,Fair,8,158.2,0.04753259905109709
38,M,137.9,1503.0,2517.9,188.2,4.14,11,Moderately Active,Good,1,142.0,0.053770474275668674
39,F,138.4,1334.2,3021.5,720.0,17.28,12,Very Active,Fair,5,155.7,0.2057167345537929
29,M,166.4,1677.5,2480.7,174.2,2.439,7,Lightly Active,Good,3,168.9,0.04977280885286122
19,M,160.2,1699.3,3405.6,474.3,8.538,9,Very Active,Good,7,168.8,0.13552791351072874
25,F,185.0,1615.6,3503.6,716.6,12.899,9,Very Active,Excellent,3,197.9,0.2047391954961131
22,F,154.4,1492.0,2701.2,649.7,12.994,10,Lightly Active,Fair,8,167.4,0.1856239321878615
45,F,166.9,1433.4,2230.9,9.1,0.073,4,Moderately Active,Poor,6,166.9,0.0025977127096231405
18,M,169.5,1746.1,2678.1,-334.0,-5.343,8,Very Active,Good,8,164.1,-0.09541796130780975
42,M,224.2,1874.2,2435.6,-141.4,-1.131,4,Lightly Active,Fair,3,223.0,-0.04040818398392042
33,M,152.2,1593.0,2560.9,-187.1,-4.116,11,Very Active,Excellent,4,148.1,-0.053450699058019774
32,M,167.7,1668.0,2901.8,24.5,0.343,7,Very Active,Fair,7,168.0,0.007002348890378406
28,M,209.6,1878.4,2209.1,-45.0,-0.81,9,Sedentary,Excellent,12,208.8,-0.012850897298058304
18,M,225.2,1999.2,2280.3,-118.8,-2.613,11,Sedentary,Good,7,222.6,-0.033932888830932824
43,F,190.5,1550.7,2150.8,18.6,0.261,7,Lightly Active,Good,11,190.8,0.005327444194427568
18,M,167.8,1738.5,3280.5,890.1,8.901,5,Lightly Active,Good,11,176.7,0.2543062840393512
49,M,194.1,1702.7,2785.0,-152.3,-1.218,4,Very Active,Poor,1,192.8,-0.043502421568803976
36,M,162.0,1622.1,2608.5,378.0,6.049,8,Lightly Active,Excellent,6,168.0,0.10801140516263526
45,M,118.6,1380.5,2760.7,862.5,6.9,4,Lightly Active,Good,3,125.5,0.24642762008071675
23,M,161.9,1686.9,3083.7,764.2,12.227,8,Lightly Active,Poor,6,174.1,0.21834187711866643
39,F,166.2,1460.3,1283.2,-724.6,-17.391,12,Lightly Active,Good,11,148.8,-0.20703112481048147
49,M,143.1,1471.6,3310.3,771.8,9.261,6,Very Active,Poor,6,152.4,0.22050141245783275
48,F,203.1,1582.9,2020.8,-432.7,-6.058,7,Moderately Active,Fair,9,197.1,-0.12363395676024902
40,M,148.4,1540.4,2549.2,431.1,10.346,12,Lightly Active,Poor,4,158.7,0.12316204899163105
44,F,178.8,1492.4,1283.3,-507.6,-7.106,7,Sedentary,Good,10,171.7,-0.1450298212839032
51,M,196.0,1701.6,1970.3,-71.6,-0.716,5,Sedentary,Poor,8,195.3,-0.020464341656333544
31,M,186.9,1760.3,2890.1,469.7,11.273,12,Lightly Active,Fair,8,198.2,0.1341992561621824
41,M,179.4,1676.3,3076.1,477.9,6.69,7,Moderately Active,Fair,5,186.1,0.136531537641306
38,F,115.8,1236.7,1351.0,-133.0,-3.193,12,Sedentary,Excellent,3,112.6,-0.038012021804172035
34,M,97.1,1338.0,1200.0,-405.7,-5.679,7,Sedentary,Poor,5,91.4,-0.11590009832949694
